company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,delay_minutes,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,minimum_turn_minutes,hour,ground_time_pressure,insufficient_ground_time,load_factor,family_complexity,bags_per_pax,transfer_bag_pct,ssr_intensity,historical_delay,is_peak_hour,aircraft_size,is_international,high_stress_flight,total_pax,lap_child_count,is_child,basic_economy_ind,is_stroller_user,total_bags,transfer_bags,total_ssr,difficulty_score,daily_rank,daily_percentile,difficulty_class,primary_driver,data_completeness
UA,1617,2025-08-01,ORD,PHL,2025-08-01 14:20:00+00:00,2025-08-01 17:36:00+00:00,2025-08-01 14:15:00+00:00,2025-08-01 17:11:00+00:00,-5.0,166,B737-800,Mainline,77,51,14,0.6623376623376623,0,1.3892215568862276,13.1,0.48068669527896996,0.25663716814159293,0.2575107296137339,-5.0,0,3,0,0,232,1,13,19,8,112,29,60,48.09863339275105,314.0,0.5704099821746881,Medium,load_factor,1.0
YX,3440,2025-08-01,ORD,YYZ,2025-08-01 07:04:00+00:00,2025-08-01 09:58:00+00:00,2025-08-01 07:01:00+00:00,2025-08-01 09:41:00+00:00,-3.0,76,ERJ-175,Express,753,42,7,0.055776892430278883,0,1.1428571428571428,2.2,0.5955056179775281,0.5555555555555556,0.2696629213483146,-3.0,1,2,1,0,88,0,3,16,1,53,30,24,48.01693404634581,315.0,0.5721925133689839,Medium,is_international,1.0
UA,1776,2025-08-01,ORD,PHL,2025-08-01 18:20:00+00:00,2025-08-01 21:35:00+00:00,2025-08-01 18:24:00+00:00,2025-08-01 21:41:00+00:00,4.0,166,B737-800,Mainline,216,51,18,0.2361111111111111,0,1.2754491017964071,9.6,0.35514018691588783,0.2857142857142857,0.19158878504672897,4.0,1,3,0,0,213,2,11,29,3,76,22,41,47.92780748663101,316.0,0.5739750445632799,Medium,load_factor,1.0
UA,1113,2025-08-01,ORD,ALB,2025-08-01 11:59:00+00:00,2025-08-01 15:09:00+00:00,2025-08-01 11:51:00+00:00,2025-08-01 14:34:00+00:00,-8.0,166,B737-800,Mainline,66,51,11,0.7727272727272727,0,1.1017964071856288,5.0,0.43243243243243246,0.6666666666666666,0.3621621621621622,-8.0,0,3,0,0,184,1,8,15,0,80,54,67,47.920380273321456,317.0,0.5757575757575758,Medium,aircraft_size,1.0
UA,660,2025-08-01,ORD,SAN,2025-08-01 09:05:00+00:00,2025-08-01 11:33:00+00:00,2025-08-01 09:02:00+00:00,2025-08-01 11:18:00+00:00,-3.0,200,A321-2NX,Mainline,227,68,9,0.29955947136563876,0,1.1890547263681592,9.6,0.4125,0.43,0.22916666666666666,-3.0,1,3,0,0,239,0,15,15,3,99,43,55,47.883244206773625,318.0,0.5775401069518716,Medium,family_complexity,1.0
UA,2254,2025-08-01,ORD,PDX,2025-08-01 09:10:00+00:00,2025-08-01 11:43:00+00:00,2025-08-01 09:04:00+00:00,2025-08-01 11:08:00+00:00,-6.0,200,A321-2NX,Mainline,767,62,9,0.08083441981747067,0,1.0199004975124377,4.2,0.6019417475728155,0.696,0.3446601941747573,-6.0,1,3,0,0,205,0,7,22,1,124,87,71,47.86838978015448,319.0,0.5793226381461676,Medium,aircraft_size,1.0
UA,1677,2025-08-01,ORD,BOS,2025-08-01 15:48:00+00:00,2025-08-01 19:18:00+00:00,2025-08-01 15:54:00+00:00,2025-08-01 19:07:00+00:00,6.0,166,B737-800,Mainline,73,51,15,0.6986301369863014,0,1.3353293413173652,13.0,0.34375,0.11538461538461539,0.14732142857142858,6.0,0,3,0,0,223,2,15,22,5,77,9,33,47.734699940582296,320.0,0.5811051693404634,Medium,family_complexity,1.0
OO,4789,2025-08-01,ORD,FAR,2025-08-01 20:00:00+00:00,2025-08-01 22:12:00+00:00,2025-08-01 19:59:00+00:00,2025-08-01 22:18:00+00:00,-1.0,70,ERJ-175,Express,96,34,20,0.3541666666666667,0,0.7323943661971831,0.5,0.6037735849056604,0.9090909090909091,0.6226415094339622,-1.0,1,2,0,0,52,0,1,11,0,32,30,33,47.68270944741533,321.0,0.5828877005347594,Medium,transfer_bag_pct,1.0
UA,714,2025-08-01,ORD,MDT,2025-08-01 19:52:00+00:00,2025-08-01 22:56:00+00:00,2025-08-01 20:10:00+00:00,2025-08-01 23:02:00+00:00,18.0,150,A320-200,Mainline,1429,54,19,0.03778866340097971,0,0.8543046357615894,2.0,0.49230769230769234,0.6923076923076923,0.7307692307692307,18.0,1,2,0,0,129,0,4,26,0,64,45,95,47.638146167557935,322.0,0.5846702317290553,Medium,ssr_intensity,1.0
OO,5946,2025-08-01,ORD,RAP,2025-08-01 20:05:00+00:00,2025-08-01 21:46:00+00:00,2025-08-01 20:14:00+00:00,2025-08-01 22:18:00+00:00,9.0,70,ERJ-175,Express,75,34,20,0.4533333333333333,0,0.971830985915493,4.2,0.4714285714285714,0.7058823529411765,0.32857142857142857,9.0,1,2,0,0,69,3,1,3,1,33,24,23,47.608437314319666,323.0,0.5864527629233511,Medium,transfer_bag_pct,1.0
UA,2661,2025-08-01,ORD,LGA,2025-08-01 10:00:00+00:00,2025-08-01 13:18:00+00:00,2025-08-01 10:00:00+00:00,2025-08-01 12:57:00+00:00,0.0,166,B737-800,Mainline,63,51,10,0.8095238095238095,0,1.4850299401197604,15.8,0.2931726907630522,0.0,0.12449799196787148,0.0,0,3,0,0,248,4,18,25,4,73,0,31,47.54159239453358,324.0,0.5882352941176471,Medium,load_factor,1.0
UA,1041,2025-08-01,ORD,GRR,2025-08-01 15:35:00+00:00,2025-08-01 17:41:00+00:00,2025-08-01 15:55:00+00:00,2025-08-01 17:38:00+00:00,20.0,126,A319-100,Mainline,57,43,15,0.7543859649122807,0,0.9921259842519685,0.5,0.7165354330708661,0.5978260869565217,0.2992125984251969,20.0,0,2,0,0,126,0,1,7,0,91,55,38,47.48217468805704,325.0,0.5900178253119429,Medium,historical_delay,1.0
OO,5320,2025-08-01,ORD,MKE,2025-08-01 19:40:00+00:00,2025-08-01 20:45:00+00:00,2025-08-01 21:12:00+00:00,2025-08-01 21:59:00+00:00,92.0,50,CRJ-200,Express,50,29,19,0.58,0,1.0,2.0,0.9230769230769231,0.2857142857142857,0.2692307692307692,92.0,1,1,0,0,51,1,2,3,0,48,14,14,47.41532976827095,326.0,0.5918003565062389,Medium,historical_delay,1.0
OO,5474,2025-08-01,ORD,MBS,2025-08-01 18:35:00+00:00,2025-08-01 21:02:00+00:00,2025-08-01 18:25:00+00:00,2025-08-01 20:47:00+00:00,-10.0,50,CRJ-550,Express,86,29,18,0.3372093023255814,0,1.1568627450980393,2.2,0.5,0.9032258064516129,0.7,-10.0,1,1,0,0,59,0,3,3,1,30,28,42,47.407902554961375,327.0,0.5935828877005348,Medium,transfer_bag_pct,1.0
OO,5448,2025-08-01,ORD,FWA,2025-08-01 14:00:00+00:00,2025-08-01 16:12:00+00:00,2025-08-01 14:43:00+00:00,2025-08-01 16:50:00+00:00,43.0,50,CRJ-200,Express,115,29,14,0.25217391304347825,0,1.1176470588235294,2.0,1.0689655172413792,0.36507936507936506,0.4482758620689655,43.0,0,1,0,0,57,1,2,5,0,62,23,26,47.37076648841356,328.0,0.5953654188948306,Medium,bags_per_pax,1.0
OO,5260,2025-08-01,ORD,FSD,2025-08-01 08:54:00+00:00,2025-08-01 10:50:00+00:00,2025-08-01 17:09:00+00:00,2025-08-01 19:04:00+00:00,495.0,50,CRJ-550,Express,63,29,8,0.4603174603174603,0,0.6078431372549019,0.5,1.15625,0.42105263157894735,0.375,495.0,1,1,0,0,31,0,1,1,0,37,16,12,47.28906714200832,329.0,0.5971479500891266,Medium,historical_delay,1.0
UA,763,2025-08-01,ORD,PWM,2025-08-01 10:58:00+00:00,2025-08-01 14:24:00+00:00,2025-08-01 10:55:00+00:00,2025-08-01 14:00:00+00:00,-3.0,166,B737-800,Mainline,79,51,10,0.6455696202531646,0,1.3892215568862276,13.7,0.43776824034334766,0.27184466019417475,0.1888412017167382,-3.0,0,3,0,0,232,4,11,4,6,102,28,44,47.16280451574569,330.0,0.5989304812834224,Medium,family_complexity,1.0
UA,1100,2025-08-01,ORD,PDX,2025-08-01 07:10:00+00:00,2025-08-01 09:42:00+00:00,2025-08-01 07:08:00+00:00,2025-08-01 09:35:00+00:00,-2.0,179,B737-MAX9,Mainline,514,64,7,0.1245136186770428,0,1.238888888888889,7.9,0.5982142857142857,0.0962962962962963,0.16071428571428573,-2.0,1,3,0,0,223,2,9,23,2,134,13,36,47.140522875817,331.0,0.6007130124777184,Medium,load_factor,1.0
UA,1778,2025-08-01,ORD,OMA,2025-08-01 08:50:00+00:00,2025-08-01 10:32:00+00:00,2025-08-01 08:48:00+00:00,2025-08-01 10:18:00+00:00,-2.0,126,A319-100,Mainline,69,43,8,0.6231884057971014,0,1.015748031496063,2.0,0.36923076923076925,0.5510204081632653,0.7230769230769231,-2.0,1,2,0,0,129,0,4,13,0,48,27,94,47.0736779560309,332.0,0.6024955436720143,Medium,ssr_intensity,1.0
UA,2609,2025-08-01,ORD,SNA,2025-08-01 09:04:00+00:00,2025-08-01 11:38:00+00:00,2025-08-01 09:11:00+00:00,2025-08-01 11:33:00+00:00,7.0,126,B737-700,Mainline,87,43,9,0.4942528735632184,0,1.094488188976378,4.2,0.6642857142857143,0.22340425531914893,0.2714285714285714,7.0,1,2,0,0,139,1,5,3,1,93,21,38,46.999405822935245,333.0,0.6042780748663101,Medium,is_peak_hour,1.0
UA,1803,2025-08-01,ORD,DEN,2025-08-01 10:44:00+00:00,2025-08-01 12:32:00+00:00,2025-08-01 10:42:00+00:00,2025-08-01 12:11:00+00:00,-2.0,200,A321-2NX,Mainline,82,62,10,0.7560975609756098,0,1.1044776119402986,4.0,0.6457399103139013,0.25517241379310346,0.28699551569506726,-2.0,0,3,0,0,222,1,6,2,0,144,37,64,46.9845513963161,334.0,0.6060606060606061,Medium,aircraft_size,1.0
UA,2232,2025-08-01,ORD,MSP,2025-08-01 07:24:00+00:00,2025-08-01 08:59:00+00:00,2025-08-01 07:17:00+00:00,2025-08-01 08:51:00+00:00,-7.0,179,B737-900,Mainline,72,56,7,0.7777777777777778,0,0.8722222222222222,7.2,0.4620253164556962,0.7027027027027027,0.12658227848101267,-7.0,1,3,0,0,157,2,9,17,1,73,52,20,46.96226975638741,335.0,0.6078431372549019,Medium,aircraft_size,1.0
G7,4186,2025-08-01,ORD,MLI,2025-08-01 20:20:00+00:00,2025-08-01 21:37:00+00:00,2025-08-01 20:17:00+00:00,2025-08-01 21:21:00+00:00,-3.0,50,CRJ-550,Express,85,29,20,0.3411764705882353,0,0.7843137254901961,0.0,0.7804878048780488,0.9696969696969697,0.9512195121951219,-3.0,1,1,0,0,40,0,0,4,0,32,32,39,46.88057040998218,336.0,0.6105169340463458,Medium,transfer_bag_pct,1.0
UA,2347,2025-08-01,ORD,CLE,2025-08-01 21:13:00+00:00,2025-08-01 23:39:00+00:00,2025-08-01 21:24:00+00:00,2025-08-01 23:43:00+00:00,11.0,166,B737-MAX8,Mainline,128,51,21,0.3984375,0,0.7365269461077845,1.5,0.6209677419354839,0.5128205128205128,0.5645161290322581,11.0,0,3,0,0,123,0,3,6,0,77,40,70,46.88057040998218,336.0,0.6105169340463458,Medium,ssr_intensity,1.0
UA,293,2025-08-01,ORD,LGA,2025-08-01 11:00:00+00:00,2025-08-01 14:20:00+00:00,2025-08-01 10:59:00+00:00,2025-08-01 13:56:00+00:00,-1.0,166,B737-800,Mainline,65,60,11,0.9230769230769231,0,1.2095808383233533,7.4,0.37438423645320196,0.15584415584415584,0.20689655172413793,-1.0,0,3,0,0,202,1,10,20,2,76,12,42,46.865715983363046,337.0,0.6131907308377896,Medium,ground_time_pressure,1.0
UA,708,2025-08-01,ORD,MCI,2025-08-01 08:51:00+00:00,2025-08-01 10:35:00+00:00,2025-08-01 08:48:00+00:00,2025-08-01 10:28:00+00:00,-3.0,126,A319-100,Mainline,68,43,8,0.6323529411764706,0,1.031496062992126,1.5,0.5984848484848485,0.425,0.4318181818181818,-3.0,1,2,0,0,131,1,1,5,0,79,34,57,46.791443850267385,338.0,0.6149732620320856,Medium,is_peak_hour,1.0
OO,5253,2025-08-01,ORD,FCA,2025-08-01 19:42:00+00:00,2025-08-01 22:48:00+00:00,2025-08-01 19:46:00+00:00,2025-08-01 22:52:00+00:00,4.0,76,ERJ-175,Express,53,34,19,0.6415094339622641,0,1.12987012987013,2.7,0.3522727272727273,0.5625,0.2727272727272727,4.0,1,2,0,0,87,0,4,5,1,31,18,24,46.694890077243016,339.0,0.6167557932263814,Medium,is_peak_hour,1.0
G7,4188,2025-08-01,ORD,GSO,2025-08-01 18:10:00+00:00,2025-08-01 21:17:00+00:00,2025-08-01 20:51:00+00:00,2025-08-01 23:57:00+00:00,161.0,50,CRJ-550,Express,80,29,18,0.3625,0,0.8235294117647058,0.0,0.6511627906976745,0.5517241379310345,0.5116279069767442,161.0,1,1,0,0,42,0,0,8,0,28,16,22,46.66518122400476,340.0,0.6185383244206774,Medium,historical_delay,1.0
UA,1129,2025-08-01,ORD,BOS,2025-08-01 19:49:00+00:00,2025-08-01 23:16:00+00:00,2025-08-01 19:52:00+00:00,2025-08-01 23:03:00+00:00,3.0,179,B737-MAX9,Mainline,67,56,19,0.835820895522388,0,1.15,4.2,0.27403846153846156,0.1724137931034483,0.11057692307692307,3.0,1,3,0,0,207,0,7,44,1,57,10,23,46.605763517528224,341.0,0.6203208556149733,Medium,ground_time_pressure,1.0
OO,5984,2025-08-01,ORD,BIL,2025-08-01 09:20:00+00:00,2025-08-01 11:36:00+00:00,2025-08-01 09:13:00+00:00,2025-08-01 11:21:00+00:00,-7.0,76,ERJ-175,Express,75,34,9,0.4533333333333333,0,1.1688311688311688,3.2,0.5054945054945055,0.7872340425531915,0.26373626373626374,-7.0,1,2,0,0,90,0,5,7,1,46,37,24,46.598336304218655,342.0,0.6221033868092691,Medium,transfer_bag_pct,1.0
OO,5094,2025-08-01,ORD,RHI,2025-08-01 10:57:00+00:00,2025-08-01 12:19:00+00:00,2025-08-01 11:02:00+00:00,2025-08-01 12:22:00+00:00,5.0,50,CRJ-200,Express,77,29,10,0.37662337662337664,0,1.4705882352941178,8.3,0.6052631578947368,0.48936170212765956,0.21052631578947367,5.0,0,1,0,0,75,2,7,0,4,46,23,16,46.486928104575156,343.0,0.6238859180035651,Medium,load_factor,1.0
YX,3571,2025-08-01,ORD,IND,2025-08-01 13:05:00+00:00,2025-08-01 15:18:00+00:00,2025-08-01 13:05:00+00:00,2025-08-01 15:05:00+00:00,0.0,76,ERJ-175,Express,64,39,13,0.609375,0,0.7922077922077922,0.0,0.8548387096774194,0.7777777777777778,0.43548387096774194,0.0,0,2,0,0,61,0,0,6,0,53,42,27,46.44979203802733,344.0,0.6256684491978609,Medium,bags_per_pax,1.0
OO,4766,2025-08-01,ORD,OKC,2025-08-01 16:45:00+00:00,2025-08-01 19:04:00+00:00,2025-08-01 16:39:00+00:00,2025-08-01 18:47:00+00:00,-6.0,50,CRJ-550,Express,42,29,16,0.6904761904761905,0,1.0196078431372548,1.0,0.8490566037735849,0.6086956521739131,0.3584905660377358,-6.0,1,1,0,0,52,0,2,1,0,45,28,19,46.43493761140821,345.0,0.6274509803921569,Medium,bags_per_pax,1.0
UA,2364,2025-08-01,ORD,CMH,2025-08-01 10:38:00+00:00,2025-08-01 13:07:00+00:00,2025-08-01 10:36:00+00:00,2025-08-01 12:45:00+00:00,-2.0,126,A319-100,Mainline,73,43,10,0.589041095890411,0,1.0866141732283465,4.9,0.5251798561151079,0.47297297297297297,0.49640287769784175,-2.0,0,2,0,0,138,1,5,12,2,73,35,69,46.42008318478907,346.0,0.6292335115864528,Medium,ssr_intensity,1.0
UA,2177,2025-08-01,ORD,MSN,2025-08-01 14:00:00+00:00,2025-08-01 15:03:00+00:00,2025-08-01 14:04:00+00:00,2025-08-01 14:52:00+00:00,4.0,126,A319-100,Mainline,63,43,14,0.6825396825396826,0,1.031496062992126,3.0,0.6818181818181818,0.6263736263736264,0.22727272727272727,4.0,0,2,0,0,131,1,4,3,0,90,57,30,46.3903743315508,347.0,0.6310160427807486,Medium,transfer_bag_pct,1.0
UA,2147,2025-08-01,ORD,ALB,2025-08-01 18:30:00+00:00,2025-08-01 21:42:00+00:00,2025-08-01 18:24:00+00:00,2025-08-01 21:38:00+00:00,-6.0,126,B737-700,Mainline,103,43,18,0.4174757281553398,0,1.125984251968504,5.1,0.5486111111111112,0.6375,0.2777777777777778,-6.0,1,2,0,0,143,0,6,8,3,79,51,40,46.3680926916221,348.0,0.6327985739750446,Medium,is_peak_hour,1.0
OO,5819,2025-08-01,ORD,DLH,2025-08-01 09:00:00+00:00,2025-08-01 10:51:00+00:00,2025-08-01 08:53:00+00:00,2025-08-01 10:33:00+00:00,-7.0,50,CRJ-550,Express,55,29,9,0.5272727272727272,0,1.1764705882352942,3.2,0.4426229508196721,0.7142857142857143,0.4098360655737705,-7.0,1,1,0,0,60,1,3,1,1,27,20,25,46.30867498514558,349.0,0.6345811051693404,Medium,transfer_bag_pct,1.0
G7,4387,2025-08-01,ORD,CID,2025-08-01 09:20:00+00:00,2025-08-01 10:40:00+00:00,2025-08-01 09:15:00+00:00,2025-08-01 10:32:00+00:00,-5.0,50,CRJ-550,Express,75,29,9,0.38666666666666666,0,1.1568627450980393,2.7,0.55,0.9411764705882353,0.31666666666666665,-5.0,1,1,0,0,59,1,2,3,1,33,32,19,46.28639334521687,350.0,0.6363636363636364,Medium,transfer_bag_pct,1.0
G7,4395,2025-08-01,ORD,TVC,2025-08-01 18:15:00+00:00,2025-08-01 20:38:00+00:00,2025-08-01 18:12:00+00:00,2025-08-01 20:44:00+00:00,-3.0,50,CRJ-550,Express,70,29,18,0.4142857142857143,0,1.0588235294117647,1.5,0.4909090909090909,0.8928571428571429,0.5272727272727272,-3.0,1,1,0,0,54,1,1,0,0,27,25,29,46.16755793226381,351.0,0.6381461675579323,Medium,transfer_bag_pct,1.0
UA,2635,2025-08-01,ORD,CLT,2025-08-01 14:08:00+00:00,2025-08-01 19:12:00+00:00,2025-08-01 14:14:00+00:00,2025-08-01 19:12:00+00:00,6.0,126,B737-700,Mainline,71,43,14,0.6056338028169014,0,1.1653543307086613,4.5,0.5503355704697986,0.20481927710843373,0.37583892617449666,6.0,0,2,0,0,148,1,7,10,0,82,17,56,46.15270350564468,352.0,0.6399286987522281,Medium,load_factor,1.0
OO,5930,2025-08-01,ORD,FAR,2025-08-01 13:20:00+00:00,2025-08-01 15:29:00+00:00,2025-08-01 13:23:00+00:00,2025-08-01 15:26:00+00:00,3.0,50,CRJ-200,Express,107,29,13,0.27102803738317754,0,1.2156862745098038,3.9,0.6507936507936508,0.5714285714285714,0.36507936507936506,3.0,0,1,0,0,62,0,5,3,2,41,24,23,46.10814022578729,353.0,0.6417112299465241,Medium,load_factor,1.0
OO,5275,2025-08-01,ORD,DLH,2025-08-01 20:15:00+00:00,2025-08-01 22:00:00+00:00,2025-08-01 20:11:00+00:00,2025-08-01 21:59:00+00:00,-4.0,50,CRJ-550,Express,99,29,20,0.29292929292929293,0,1.0196078431372548,1.0,0.6981132075471698,0.7631578947368421,0.5094339622641509,-4.0,1,1,0,0,52,0,2,0,0,37,29,27,46.07100415923946,354.0,0.64349376114082,Medium,transfer_bag_pct,1.0
UA,378,2025-08-01,ORD,LAX,2025-08-01 13:55:00+00:00,2025-08-01 16:26:00+00:00,2025-08-01 14:09:00+00:00,2025-08-01 16:36:00+00:00,14.0,200,A321-2NX,Mainline,257,62,13,0.24124513618677043,0,1.1492537313432836,7.4,0.5258620689655172,0.2926829268292683,0.2543103448275862,14.0,0,3,0,0,231,1,10,16,2,122,36,59,46.05614973262032,355.0,0.6452762923351159,Medium,aircraft_size,1.0
OO,5555,2025-08-01,ORD,MKE,2025-08-01 18:10:00+00:00,2025-08-01 19:10:00+00:00,2025-08-01 18:33:00+00:00,2025-08-01 19:43:00+00:00,23.0,50,CRJ-200,Express,125,29,18,0.232,0,0.8823529411764706,0.0,1.0,0.6170212765957447,0.3695652173913043,23.0,1,1,0,0,45,0,0,2,0,46,29,17,46.04872251931076,356.0,0.6470588235294118,Medium,bags_per_pax,1.0
YX,3655,2025-08-01,ORD,PIT,2025-08-01 12:50:00+00:00,2025-08-01 15:28:00+00:00,2025-08-01 13:19:00+00:00,2025-08-01 15:44:00+00:00,29.0,76,ERJ-175,Express,50,34,12,0.68,0,0.961038961038961,0.5,0.6666666666666666,0.5294117647058824,0.3466666666666667,29.0,0,2,0,0,74,0,1,2,0,50,27,26,45.97445038621509,357.0,0.6488413547237076,Medium,historical_delay,1.0
YX,3610,2025-08-01,ORD,YQB,2025-08-01 10:39:00+00:00,2025-08-01 14:16:00+00:00,2025-08-01 10:50:00+00:00,2025-08-01 14:11:00+00:00,11.0,76,ERJ-175,Express,57,42,10,0.7368421052631579,0,0.922077922077922,0.5,0.6111111111111112,0.4888888888888889,0.2638888888888889,11.0,0,2,1,0,71,0,1,6,0,44,22,19,45.96702317290553,358.0,0.6506238859180036,Medium,is_international,1.0
UA,2138,2025-08-01,ORD,LGA,2025-08-01 14:05:00+00:00,2025-08-01 17:27:00+00:00,2025-08-01 14:40:00+00:00,2025-08-01 17:43:00+00:00,35.0,166,B737-800,Mainline,191,51,14,0.2670157068062827,0,1.1796407185628743,5.9,0.3686868686868687,0.10810810810810811,0.36363636363636365,35.0,0,3,0,0,197,0,9,26,2,73,8,72,45.870469399881166,359.0,0.6524064171122995,Medium,historical_delay,1.0
UA,786,2025-08-01,ORD,BTV,2025-08-01 11:17:00+00:00,2025-08-01 14:33:00+00:00,2025-08-01 11:12:00+00:00,2025-08-01 14:09:00+00:00,-5.0,150,A320-200,Mainline,90,46,11,0.5111111111111111,0,1.1986754966887416,6.9,0.47802197802197804,0.4659090909090909,0.4065934065934066,-5.0,0,2,0,0,181,1,9,11,2,87,41,74,45.8184789067142,360.0,0.6541889483065954,Medium,load_factor,1.0
UA,275,2025-08-01,ORD,RAP,2025-08-01 08:45:00+00:00,2025-08-01 10:20:00+00:00,2025-08-01 08:41:00+00:00,2025-08-01 09:55:00+00:00,-4.0,150,A320-200,Mainline,57,46,8,0.8070175438596491,0,1.0132450331125828,2.7,0.4805194805194805,0.5466666666666666,0.3051948051948052,-4.0,1,2,0,0,153,1,2,2,1,74,41,47,45.617944147355914,361.0,0.6559714795008913,Medium,ground_time_pressure,1.0
G7,4184,2025-08-01,ORD,DAY,2025-08-01 08:50:00+00:00,2025-08-01 11:14:00+00:00,2025-08-01 09:12:00+00:00,2025-08-01 11:17:00+00:00,22.0,50,CRJ-550,Express,45,29,8,0.6444444444444445,0,1.0196078431372548,1.0,0.5660377358490566,0.45161290322580644,0.33962264150943394,22.0,1,1,0,0,52,0,2,14,0,30,14,18,45.610516934046345,362.0,0.6577540106951871,Medium,historical_delay,1.0
UA,2004,2025-08-01,ORD,SYR,2025-08-01 13:45:00+00:00,2025-08-01 16:44:00+00:00,2025-08-01 13:39:00+00:00,2025-08-01 16:34:00+00:00,-6.0,150,A320-200,Mainline,63,46,13,0.7301587301587301,0,1.1920529801324504,10.3,0.5027624309392266,0.358695652173913,0.27071823204419887,-6.0,0,2,0,0,180,3,9,15,4,91,33,49,45.506535947712415,363.0,0.6595365418894831,Medium,family_complexity,1.0
UA,286,2025-08-01,ORD,CLE,2025-08-01 07:33:00+00:00,2025-08-01 09:59:00+00:00,2025-08-01 07:30:00+00:00,2025-08-01 09:47:00+00:00,-3.0,166,B737-800,Mainline,748,51,7,0.06818181818181818,0,0.9880239520958084,1.0,0.5963855421686747,0.76,0.3072289156626506,-3.0,1,3,0,0,165,0,2,13,0,99,76,51,45.469399881164584,364.0,0.661319073083779,Medium,transfer_bag_pct,1.0
G7,4391,2025-08-01,ORD,SGF,2025-08-01 20:06:00+00:00,2025-08-01 22:00:00+00:00,2025-08-01 20:01:00+00:00,2025-08-01 22:17:00+00:00,-5.0,50,CRJ-550,Express,76,29,20,0.3815789473684211,0,1.0588235294117647,1.5,0.7090909090909091,0.85,0.34545454545454546,-5.0,1,1,0,0,54,1,1,4,0,39,34,19,45.46197266785503,365.0,0.6631016042780749,Medium,transfer_bag_pct,1.0
UA,1306,2025-08-01,ORD,TPA,2025-08-01 07:30:00+00:00,2025-08-01 11:21:00+00:00,2025-08-01 07:23:00+00:00,2025-08-01 11:12:00+00:00,-7.0,179,B737-MAX9,Mainline,480,56,7,0.11666666666666667,0,1.238888888888889,7.0,0.53125,0.21666666666666667,0.25892857142857145,-7.0,1,3,0,0,223,2,10,25,0,119,26,58,45.40255496137849,366.0,0.6648841354723708,Medium,load_factor,1.0
OO,5108,2025-08-01,ORD,SLN,2025-08-01 16:45:00+00:00,2025-08-01 18:50:00+00:00,2025-08-01 16:46:00+00:00,2025-08-01 18:47:00+00:00,1.0,50,CRJ-200,Express,70,29,16,0.4142857142857143,0,0.8627450980392157,1.5,0.7333333333333333,0.4411764705882353,0.7333333333333333,1.0,1,1,0,0,44,1,1,11,0,33,15,33,45.36541889483066,367.0,0.6666666666666666,Medium,ssr_intensity,1.0
OO,5712,2025-08-01,ORD,GSP,2025-08-01 13:55:00+00:00,2025-08-01 16:54:00+00:00,2025-08-01 13:59:00+00:00,2025-08-01 16:36:00+00:00,4.0,76,ERJ-175,Express,50,34,13,0.68,0,1.0129870129870129,4.0,0.6835443037974683,0.38181818181818183,0.3037974683544304,4.0,0,2,0,0,78,3,2,11,0,54,21,24,45.28371954842543,368.0,0.6684491978609626,Medium,bags_per_pax,1.0
OO,5568,2025-08-01,ORD,MLI,2025-08-01 09:07:00+00:00,2025-08-01 10:22:00+00:00,2025-08-01 09:03:00+00:00,2025-08-01 10:27:00+00:00,-4.0,50,CRJ-200,Express,94,29,9,0.30851063829787234,0,0.9019607843137255,0.0,1.1063829787234043,0.6792452830188679,0.5957446808510638,-4.0,1,1,0,0,46,0,0,6,0,52,36,28,45.25401069518717,369.0,0.6702317290552585,Medium,bags_per_pax,1.0
OO,5375,2025-08-01,ORD,GRB,2025-08-01 08:50:00+00:00,2025-08-01 10:11:00+00:00,2025-08-01 08:46:00+00:00,2025-08-01 09:52:00+00:00,-4.0,50,CRJ-200,Express,45,29,8,0.6444444444444445,0,1.0588235294117647,0.5,0.9090909090909091,0.47058823529411764,0.34545454545454546,-4.0,1,1,0,0,54,0,1,5,0,50,24,19,45.179738562091515,370.0,0.6720142602495544,Medium,bags_per_pax,1.0
YX,3493,2025-08-01,ORD,DTW,2025-08-01 21:25:00+00:00,2025-08-01 23:57:00+00:00,2025-08-01 21:39:00+00:00,2025-08-01 23:50:00+00:00,14.0,76,ERJ-175,Express,60,34,21,0.5666666666666667,0,0.8701298701298701,1.5,0.6029411764705882,0.7857142857142857,0.3235294117647059,14.0,0,2,0,0,67,1,1,5,0,41,33,22,45.16488413547237,371.0,0.6737967914438503,Medium,transfer_bag_pct,1.0
UA,247,2025-08-01,ORD,OMA,2025-08-01 12:45:00+00:00,2025-08-01 14:22:00+00:00,2025-08-01 12:41:00+00:00,2025-08-01 14:10:00+00:00,-4.0,150,A320-200,Mainline,3910,110,12,0.028132992327365727,0,0.9735099337748344,4.4,0.777027027027027,0.6379310344827587,0.5608108108108109,-4.0,0,2,0,0,147,1,4,17,2,115,74,83,45.14260249554368,372.0,0.6755793226381461,Medium,ssr_intensity,1.0
